,date,headline,section,word_count
0,2016-01-01T00:00:00Z,The Week on Instagram,NYT Now,24
1,2016-01-01T22:00:56Z,Mass Master,Crosswords & Games,618
3,2016-01-01T00:00:00Z,Our Favorite Styles Photos of 2015,Fashion & Style,58
4,2016-01-01T19:10:36Z,Wishes for the New Year,N.Y. / Region,16
5,2016-01-01T18:10:27+0000,"Natalie Cole, ‘Unforgettable’ Voice and Million-Selling Hitmaker, Dies at 65",Arts,1121
6,2016-01-01T16:33:22+0000,Think Seriously About Spending for Play,Your Money,1408
8,2016-01-01T00:00:00Z,Taking Flight,Sports,
9,2016-01-01T14:34:52+0000,Nostalgia and Surrealism Infuse Works of Chinese Animation Artist,World,1271
10,2016-01-01T14:07:09Z,Hillary Clinton Raised $37 Million in Last 3 Months,U.S.,374
11,2016-01-01T00:00:00Z,Happy New Year!,Food,554
12,2016-01-01T10:40:24Z,1941: Air Line Keeps Rome-Rio Link,World,178
14,2016-01-01T09:39:16Z,What&#8217;s on This Week Around the World,Arts,784
15,2016-01-01T00:00:00Z,Why I Recorded a One-Second Video (Almost) Every Day in 2015,Fashion & Style,523
16,2016-01-01T09:22:35Z,"A Year, One Second at a Time",Multimedia/Photos,22
17,2016-01-01T09:24:05Z,1916: Hundreds Sink With the Persia,World,170
18,2016-01-01T00:00:00Z,Coexistence on the D Train,N.Y. / Region,38
19,2016-01-01T00:00:00Z,Eight New Products to Reset Your Mind (and Body) This Year,T Magazine,420
20,2016-01-01T00:00:00Z,Answering the Most Frequent Questions About the Book Review,Times Insider,1029
21,2016-01-01T06:00:16Z,"The Weekly Health Quiz: Sound Sleep, Coconut Oil and Posture Woes",Health,22
22,2016-01-01T04:59:00Z,X-Rated at the Library,N.Y. / Region,23
33,2016-01-01T00:00:00Z,Quotation of the Day,Today’s Paper,37
34,2016-01-01T00:00:00Z,"Corrections: January 1, 2016",Corrections,439
35,2016-01-01T00:00:00Z,Villarreal Controls Champions Spot,Sports,34
36,2016-01-01T00:00:00Z,U.S. Tops Denmark at World Juniors,Sports,93
37,2016-01-01T00:00:00Z,Dodgers Sign a Top Japanese Pitcher,Sports,55
39,2016-01-01T00:00:00Z,What to Watch Friday,Arts,470
40,2016-01-01T00:00:00Z,"Paid Notice: Memorials  DEIN, GITTIE PFEFFER",Paid Death Notices,11
41,2016-01-01T00:00:00Z,"Paid Notice: Deaths  FLOOD, CHARLES ANDREW",Paid Death Notices,322
42,2016-01-01T00:00:00Z,"Paid Notice: Deaths  METZGER, PHOEBE",Paid Death Notices,94
43,2016-01-01T00:00:00Z,"Paid Notice: Deaths  RICE, MARGARET C.",Paid Death Notices,61
44,2016-01-01T00:00:00Z,"Paid Notice: Deaths  RATNER, LAURA",Paid Death Notices,84
45,2016-01-01T00:00:00Z,"Paid Notice: Memorials  SCHEINMAN, ALAN",Paid Death Notices,15
46,2016-01-01T00:00:00Z,"Paid Notice: Deaths  SHORT, STEPHEN",Paid Death Notices,141
47,2016-01-01T00:00:00Z,"Paid Notice: Deaths  GLANTZ, IRWIN L.",Paid Death Notices,117
48,2016-01-01T00:00:00Z,"Paid Notice: Deaths  GEIGER, MELISSA BROWN WILEY",Paid Death Notices,469
49,2016-01-01T00:00:00Z,"Paid Notice: Deaths  RATNER, LAURA",Paid Death Notices,39
50,2016-01-01T00:00:00Z,"Paid Notice: Deaths  ZARITSKY, AVROM",Paid Death Notices,33
51,2016-01-01T00:00:00Z,"Paid Notice: Deaths  DICKLER, RUTH",Paid Death Notices,123
52,2016-01-01T00:00:00Z,"Paid Notice: Deaths  KELLY, ELLSWORTH",Paid Death Notices,45
53,2016-01-01T00:00:00Z,"Paid Notice: Deaths  KELLY, ELLSWORTH",Paid Death Notices,89
54,2016-01-01T00:00:00Z,"Paid Notice: Deaths  FREILICH, DR",Paid Death Notices,265
55,2016-01-01T00:00:00Z,"Paid Notice: Deaths  DWEK, JOE",Paid Death Notices,105
56,2016-01-01T00:00:00Z,"Paid Notice: Deaths  REED, DOLORES",Paid Death Notices,95
57,2016-01-01T00:00:00Z,Aide Charged in Assault on I. M. Pei,N.Y. / Region,144
58,2016-01-01T00:00:00Z,A Hastings-on-Hudson Couple and a Friend Die in a Head-On Crash in Vermont,N.Y. / Region,752
59,2016-01-01T00:00:00Z,"Bronx Man, a Father Figure in His Family, Is Fatally Attacked by 6 Men",N.Y. / Region,738
60,2016-01-01T00:00:00Z,Xavier Takes Its First Loss at the Hands of Villanova,Sports,323
61,2016-01-01T00:00:00Z,South Africa: A King Goes to Prison,World,125
62,2016-01-01T00:00:00Z,Rwanda: President Paul Kagame Says He’ll Run Again,World,115
63,2016-01-01T00:00:00Z,New York City and Correction Officers Reach Tentative Contract Deal,N.Y. / Region,552
64,2016-01-01T00:00:00Z,Yemen: Assailants Kill a Militia Leader,World,151
65,2016-01-01T00:00:00Z,Returning to Outdoor Roots in Winter Classic,Sports,730
66,2016-01-01T00:00:00Z,"Monitoring of Terrorism Threats Has Risen, Official Says",World,589
67,2016-01-01T00:00:00Z,Experts Foresee Obstacles for Both Sides in Bill Cosby Case,U.S.,1241
68,2016-01-01T00:00:00Z,Spurs’ Duncan Is Set to Return in Showdown With the Rockets,Sports,352
69,2016-01-01T00:00:00Z,Chris Mullin Sees Mixed Signs in St. John’s Loss,Sports,784
70,2016-01-01T00:00:00Z,Why Fans Stand by Perennial Losers ,Sports,1127
71,2016-01-01T00:00:00Z,"As Brooklyn Park Stalls, Fingers Point at Religious Group",N.Y. / Region,1020
72,2016-01-01T00:00:00Z,Flooding in Missouri Raises Vexing Questions ,U.S.,1073
73,2016-01-01T00:00:00Z,"Howard Davis Jr., Who Beat Grief to Win Boxing Gold, Dies at 59",Sports,538
74,2016-01-01T00:00:00Z,Holiday Today New Year&#8217;s Day,N.Y. / Region,189
75,2016-01-01T00:00:00Z,Ackman Sheds Some Valeant Shares,Business Day,350
76,2016-01-01T00:00:00Z,Houston&#8217;s Attack Upends Florida State ,Sports,358
77,2016-01-01T00:00:00Z,Prosecutors’ Secrecy Orders on Subpoenas Stir Constitutional Questions,N.Y. / Region,1142
78,2016-01-01T00:00:00Z,"Justice in Taxes, Most Likely Short-Lived",Business Day,1162
79,2016-01-01T00:00:00Z,"Freddie Gray Complained of ‘Bad Back’ Before Arrest, Filing Says",U.S.,360
80,2016-01-01T00:00:00Z,A Roller Coaster Year Ends With U.S. Markets Mostly Down,Business Day,1178
81,2016-01-01T00:00:00Z,Chief Justice’s Report Praises Limits on Litigants’ Access to Information,U.S.,588
82,2016-01-01T00:00:00Z,A Family in Transition Rebuilds Its Connections,N.Y. / Region,781
83,2016-01-01T00:00:00Z,Gun-Friendly Texas Is Getting Even Friendlier,U.S.,1090
84,2016-01-01T00:00:00Z,Microsoft to Notify Users of Government Hackings,Technology,479
85,2016-01-01T00:00:00Z,Television This Winter: 20 Shows to Keep on Your Radar Screen,Arts,2358
86,2016-01-01T00:00:00Z,Hostage at Bataclan Recalls Terrorists During Paris Attack,World,955
87,2016-01-01T00:00:00Z,Museum &amp; Gallery Listings for Jan. 1-7,Arts,6224
88,2016-01-01T00:00:00Z,Classical &amp; Opera Music Listings for Jan. 1-7,Arts,1359
89,2016-01-01T00:00:00Z,Jazz Listings for Jan. 1-7,Arts,1343
90,2016-01-01T00:00:00Z,"Pop, Rock &amp; Cabaret Listings for Jan. 1-7",Arts,1164
91,2016-01-01T00:00:00Z,Winning Before God at Clemson,Sports,1057
92,2016-01-01T00:00:00Z,Theater Listings for Jan. 1-7,Theater,5289
93,2016-01-01T00:00:00Z,Movie Listings for Jan. 1-7,Movies,2674
94,2016-01-01T00:00:00Z,Dance Listings for Jan. 1-7,Arts,1001
95,2016-01-01T00:00:00Z,Spare Times for Jan. 1-7,Arts,3019
96,2016-01-01T00:00:00Z,"Merkel Urges Germans to See Migrants as ‘an Opportunity,’ Not a Threat",World,403
97,2016-01-01T00:00:00Z,Comedy Listings for Jan. 1-7,Arts,568
98,2016-01-01T00:00:00Z,"Review: Drips, Dropped: Pollock and His Impact",Arts,1618
99,2016-01-01T00:00:00Z,"Review: For the Crawleys and ‘Downton Abbey,’ the Beginning of the End",Arts,919
100,2016-01-01T00:00:00Z,Review: Phish Settles In for Another New Year’s Run,Arts,696
101,2016-01-01T00:00:00Z,A Desert Biennial Alongside Coachella Is in the Works,Arts,1025
102,2016-01-01T00:00:00Z,BTG Pactual Sells Distressed Debt Unit to Itau Unibanco,Business Day,820
103,2016-01-01T00:00:00Z,A Year of Mourning Steeped in African Tradition Leads to a Theater Piece,Theater,681
104,2016-01-01T00:00:00Z,Spare Times for Children Listings for Jan. 1-7,Arts,3630
105,2016-01-01T00:00:00Z,"Making a Show From Found Videos, Both Unsettling and Lighthearted",Theater,1027
106,2016-01-01T00:00:00Z,Review: Nathaniel Robinson’s Sculptures Tease Perceptions,Arts,264
107,2016-01-01T00:00:00Z,"Review: In Barb Choit’s ‘Pronk,’ 1980s Shoes Are Back",Arts,272
108,2016-01-01T00:00:00Z,"More Hillary Clinton Emails Are Released, but State Department Falls Short",U.S.,820
109,2016-01-01T00:00:00Z,‘Dog Days’ Is Centerpiece of Prototype Festival,Arts,524
110,2016-01-01T00:00:00Z,"Review: In ‘The Himalayas,’ Two Climbers Form an Indelible Bond",Movies,276
111,2016-01-01T00:00:00Z,"Review: Rudolf Stingel at Nahmad Contemporary, Making Crowd-Sourced Art",Arts,266
112,2016-01-01T00:00:00Z,Review: Squeak Carnwath Speaks With Her Varied Palette,Arts,272
113,2016-01-01T00:00:00Z,Friday File: When the Ball First Dropped on New Year’s Eve,N.Y. / Region,710
114,2016-01-01T00:00:00Z,New Year’s Day Offers Plenty of Free Chances at a Clean Slate,Arts,507
115,2016-01-01T00:00:00Z,Escaped Convicts in Argentina Shoot 2 Police Officers,World,319
116,2016-01-01T00:00:00Z,"In Reversal, Twitter to Let Politwoops Collect Politicians’ Deleted Tweets",Technology,408
117,2016-01-01T00:00:00Z,Ethan Couch Remains in Mexico as His Mother Is Brought to U.S.,U.S.,438
118,2016-01-01T00:00:00Z,Auto Industry Sales Explode in an Ever-Changing Market,Automobiles,1209
119,2016-01-01T00:00:00Z,"Jobless Claims Rise, Showing Some Weakness in Hiring",Business Day,338
120,2016-01-01T00:00:00Z,"Review: ‘Maestà,’ Piecing Together Part of a Lost Legacy",Arts,1075
121,2016-01-01T00:00:00Z,"Review: Praying to the Heavens, Looking at the Stars and Revising a Service",Arts,462
122,2016-01-01T00:00:00Z,The New Exponential Festival Opens in Brooklyn,Theater,660
123,2016-01-01T00:00:00Z,Review: Metropolitan Museum Looks at Photos That May Last,Arts,1103
124,2016-01-01T00:00:00Z,Jewish-Arab Love Story Excluded From Israeli Classrooms,World,506
125,2016-01-01T00:00:00Z,The Last (and Most Expensive) Night of the Year,Business Day,1186
126,2016-01-01T00:00:00Z,Rochester Man Charged With Planning Attack on Behalf of ISIS,N.Y. / Region,761
127,2016-01-01T00:00:00Z,F.B.I. Is Asked to Investigate Chicago Police Shooting That Left 2 Dead,U.S.,1098
128,2016-01-01T00:00:00Z,Russia Plans Survey in Crimea on Ukraine Electricity Contract,World,316
129,2016-01-01T00:00:00Z,"Gene Editing Offers Hope for Treating Duchenne Muscular Dystrophy, Studies Find",Science,1074
130,2016-01-01T00:00:00Z,Video Review: The Scion iM Is Proud to Be a Hatchback,Automobiles,564
131,2016-01-01T00:00:00Z,Andrew Haigh Narrates a Scene From ‘45 Years’,Movies,503
132,2016-01-01T00:00:00Z,"Fire Engulfs Luxury Dubai Hotel, Forcing Evacuation of New Year’s Crowd",World,566
133,2016-01-01T00:00:00Z,"Review: In ‘Stories I Tell Myself,’ Life as Hunter S. Thompson’s Son",Books,1026
134,2016-01-01T00:00:00Z,"Seinfeld and Obama, Chatting in a Corvette",Arts,363
135,2016-01-01T00:00:00Z,"Iran Denounces U.S. Sanctions Over Missiles, Saying It Will Build More",World,823
136,2016-01-01T00:00:00Z,"‘Manspreading,’ ‘Vape’ and ‘So’: Hated Words for 2016",U.S.,473
137,2016-01-01T00:00:00Z,Chris Christie’s Punch Lines vs. Marco Rubio’s Polish on Iowa Campaign Trail,U.S.,1423
138,2016-01-01T00:00:00Z,Ted Cruz Raises Almost $20 Million in Year-End Surge,U.S.,531
139,2016-01-01T00:00:00Z,BBC Websites Said to Be Target of Online Attack,Business Day,251
140,2016-01-01T00:00:00Z,21 Injured on Air Canada Flight After Sudden Turbulence,World,276
141,2016-01-01T00:00:00Z,"After a Tumultuous Year for Investors, the Experts Look Ahead",Business Day,1507
142,2016-01-01T00:00:00Z,Blake Bortles’s Huge Leap Bodes Well for the Jaguars,Sports,432
143,2016-01-01T00:00:00Z,Trial of Chad’s Ex-President Brings Harrowing Accounts of Abuse,World,1178
144,2016-01-01T00:00:00Z,Digging Deeper for Missing Mac Mail Messages,Technology,478
145,2016-01-01T00:00:00Z,Market Stumbles to the Finish Line in 2015,Business Day,474
146,2016-01-01T00:00:00Z,Golden State Warriors Routed? It Happens to the Best of Teams,Sports,597
147,2016-01-01T00:00:00Z,"Spain Has Little Appetite for Truffles, but Plenty for the Truffle Trade",World,1074
148,2016-01-01T00:00:00Z,Man Falls to His Death Climbing the Four Seasons Hotel,N.Y. / Region,320
149,2016-01-01T00:00:00Z,Barge Set Loose in North Sea by Violent Weather Is Secured,World,329
150,2016-01-01T00:00:00Z,New Year’s Eve Security Bolstered After Terrorist Attacks and Threats,World,812
151,2016-01-01T00:00:00Z,China Says It Is Building Its Second Aircraft Carrier,World,538
152,2016-01-01T00:00:00Z,Britain to Review How Airport Shops Collect Sales Tax,Business Day,385
153,2016-01-01T00:00:00Z,Belgium Arrests 6 and Holds 2 Longer Over New Year’s Eve Plot,World,611
154,2016-01-01T00:00:00Z,"Facing Increase, Rent-Controlled Tenants Complain of Being Singled Out",N.Y. / Region,927
155,2016-01-01T00:00:00Z,China Frees 2 Brothers of U.S. Reporter for Radio Free Asia,World,648
156,2016-01-01T00:00:00Z,"Edward Hugh, Economist Who Foresaw Eurozone’s Struggles, Dies at 67",Business Day,746
157,2016-01-01T00:00:00Z,"Murray Weissman, Publicist With a Focus on Oscar Campaigning, Dies at 90",Movies,435
158,2016-01-01T00:00:00Z,"50 Comics Walk Into a Club. No, You Haven’t Heard This One.",Arts,1258
159,2016-01-02T22:54:56Z,Donald Trump Shrugs Off Appearance in Terrorist Video,U.S.,404
160,2016-01-02T21:29:16+0000,"Ancient Rome and Little Italy, in the Bronx",N.Y. / Region,628
162,2016-01-02T18:00:35Z,Record of the Year,Crosswords & Games,642
163,2016-01-02T17:42:16+0000,"Telecommuting Can Make the Office a Lonely Place, a Study Says",Business Day,518
164,2016-01-02T16:39:59+0000,"Tips for Uber, From a Backseat Driver",Your Money,826
165,2016-01-02T15:45:56Z,Mexican Mayor Is Killed a Day After Taking Office,World,345
166,2016-01-02T13:56:15Z,Charities That Inspire Kids: The League of YES,U.S.,585
167,2016-01-02T12:22:13Z,Bernie Sanders Took In $33 Million in Last Quarter,U.S.,408
168,2016-01-02T12:00:30Z,Variety: Marching Bands,Crosswords & Games,174
170,2016-01-02T00:00:00Z,Quotation of the Day,Today’s Paper,36
171,2016-01-02T00:00:00Z,"Corrections: January 2, 2016",Corrections,248
172,2016-01-02T00:00:00Z,What to Watch Saturday,Arts,475
173,2016-01-02T00:00:00Z,"Paid Notice: Deaths  VINSON, MYRON ""MIKE""",Paid Death Notices,38
174,2016-01-02T00:00:00Z,"Paid Notice: Deaths  ROSEN, BARAN S.",Paid Death Notices,61
175,2016-01-02T00:00:00Z,"Paid Notice: Deaths  BENDAHAN, MAURICE",Paid Death Notices,42
176,2016-01-02T00:00:00Z,"Paid Notice: Deaths  PHILLIPS, ELIZABETH",Paid Death Notices,48
177,2016-01-02T00:00:00Z,"Paid Notice: Deaths  RIFKIN, COMRAS, BLANCHE",Paid Death Notices,155
178,2016-01-02T00:00:00Z,"Paid Notice: Deaths  FLOOD, CHARLES ANDREW",Paid Death Notices,322
179,2016-01-02T00:00:00Z,"Paid Notice: Deaths  KAPLAN, JOEL ""GONK,"" DIED ON TUESDAY",Paid Death Notices,145
180,2016-01-02T00:00:00Z,"Paid Notice: Deaths  HARTE, JUDITH SHEREFF",Paid Death Notices,273
181,2016-01-02T00:00:00Z,"Paid Notice: Memorials  KATZ, MICHAEL A",Paid Death Notices,38
182,2016-01-02T00:00:00Z,"Paid Notice: Memorials  POPISH, LAWRENCE",Paid Death Notices,14
183,2016-01-02T00:00:00Z,Pitino Discusses Scandal,Sports,244
184,2016-01-02T00:00:00Z,Wizards Beat the Magic,Sports,72
185,2016-01-02T00:00:00Z,Woes for Real Madrid Star,Sports,85
186,2016-01-02T00:00:00Z,Islanders&#8217; Boychuk Out,Sports,35
187,2016-01-02T00:00:00Z,Ski-Jump Leader Prevails,Sports,43
188,2016-01-02T00:00:00Z,Qaeda Affiliate Uses Video of Donald Trump for Recruiting,World,602
189,2016-01-02T00:00:00Z,India: Gunmen Attack Air Base,World,137
190,2016-01-02T00:00:00Z,"Michael G. Oxley, Co-Author of Anti-Fraud Legislation, Dies at 71",U.S.,432
193,2016-01-02T00:00:00Z,Michigan Pounds Florida in Citrus Bowl; Tennessee Routs Northwestern in Outback,Sports,774
195,2016-01-02T00:00:00Z,St. Louis Area Surveys Toll as Flood Risk Shifts South,U.S.,753
197,2016-01-02T00:00:00Z,"California: Father to Many, Condor Is Set Free",U.S.,203
198,2016-01-02T00:00:00Z,Pennsylvania: Cosby Thanks Fans in Message on Twitter,U.S.,124
199,2016-01-02T00:00:00Z,"Despite a Warmer Winter, Annual Polar Bear Club Swim Still Chills",N.Y. / Region,856
200,2016-01-02T00:00:00Z,"Canadiens’ Mike Condon, Inspired by a Boston-Area Hero, Stifles Bruins",Sports,801
201,2016-01-02T00:00:00Z,"In America, a Man Discovers His Jewish Heritage",N.Y. / Region,634
202,2016-01-02T00:00:00Z,Knicks Spoil Their Own Comeback With an Implosion in the 4th Quarter,Sports,930
203,2016-01-02T00:00:00Z,Man Crushed by Elevator at Building That Had a History of Complaints,N.Y. / Region,789
204,2016-01-02T00:00:00Z,The Philippines: Hundreds Injured in Revelry,World,131
205,2016-01-02T00:00:00Z,Saudi Arabia: Executions Rise,World,126
206,2016-01-02T00:00:00Z,Israel: Military Returns Bodies of Palestinians Linked to Attacks,World,92
207,2016-01-02T00:00:00Z,Bills Will Be Without LeSean McCoy in Their Finale Against Jets,Sports,362
208,2016-01-02T00:00:00Z,Egypt: 15 Bodies Are Recovered After Ferry Sinks in Nile River,World,108
210,2016-01-02T00:00:00Z,Chuck Schumer Seems to Relish Role as Chief Villain of G.O.P.,N.Y. / Region,1272
211,2016-01-02T00:00:00Z,"5 Years and $7 Later, U.S. Returns a Seized Hip-Hop Site",Business Day,1020
212,2016-01-02T00:00:00Z,"Over 50, Female and Jobless Even as Others Return to Work",Business Day,1362
214,2016-01-02T00:00:00Z,Universities Offers Classes for Those Interested in Beer,Business Day,131
215,2016-01-02T00:00:00Z,Russia to File Suit Against Ukraine for Nonpayment,Business Day,197
216,2016-01-02T00:00:00Z,China’s Economy Starts 2016 at Slowest Pace in Years,Business Day,164
220,2016-01-02T00:00:00Z,A Word With Cherry Jones: ‘I’m Having the Kind of Year Actors Live For’,Arts,932
221,2016-01-02T00:00:00Z,Review: A Precious Harvest in ‘The Pearl Fishers’ at the Met,Arts,1260
222,2016-01-02T00:00:00Z,Armed Texans Celebrate State’s New Open-Carry Status,U.S.,460
223,2016-01-02T00:00:00Z,"Clarion Choir Delves Into the Liturgy of St. John Chrysostom, a Rachmaninoff Rarity",Arts,430
224,2016-01-02T00:00:00Z,Review: ‘Bordertown’ and ‘Cooper Barrett’ Debut,Arts,829
225,2016-01-02T00:00:00Z,"Jewish Deportee on Persecution, Past and Present",Books,1137
226,2016-01-02T00:00:00Z,Harvard’s Find of a Colonial Map of New Jersey Is a Reminder of Border Wars,Arts,845
227,2016-01-02T00:00:00Z,A Tip of the Hat to ‘Beach Blanket Babylon’,Theater,943
228,2016-01-02T00:00:00Z,Jihadists Deepen Collaboration in North Africa,World,1602
229,2016-01-02T00:00:00Z,New York Wants Fantasy Customers Repaid,Sports,589
230,2016-01-02T00:00:00Z,Looking Beyond the Internet of Things,Technology,1183
231,2016-01-02T00:00:00Z,Older Students Learn for the Sake of Learning,Your Money,923
232,2016-01-02T00:00:00Z,"At C.D.C., a Debate Behind Recommendations on Cellphone Risk",Technology,1464
233,2016-01-02T00:00:00Z,Want to Keep New Year’s Resolutions? Consider the Consequences of Failing,Your Money,1412
234,2016-01-02T00:00:00Z,"Before Ball Dropped, So Did Viewership of College Football Playoff Semifinals",Sports,418
235,2016-01-02T00:00:00Z,"S.M.U., With No Titles to Shoot For, Remains Undefeated",Sports,578
236,2016-01-02T00:00:00Z,"Dallas Stars Visit New York, and They’re Bringing a Defense",Sports,864
237,2016-01-02T00:00:00Z,Fantasy Football Week 17: Rankings and Matchups,Sports,854
238,2016-01-02T00:00:00Z,Turkey Says Hitler Comment by President Erdogan Was ‘Distorted’,World,517
239,2016-01-02T00:00:00Z,"Taliban Attack Kabul Restaurant, Setting Off Shootout",World,284
240,2016-01-02T00:00:00Z,How Jeb Bush Hopes to Save His Candidacy,U.S.,1300
241,2016-01-02T00:00:00Z,"John Bradbury, Drummer for the Specials, Dies at 62",Arts,199
242,2016-01-02T00:00:00Z,Obama to Consider Executive Actions on Gun Violence,U.S.,589
243,2016-01-02T00:00:00Z,"The Natty? It’s Right After the Semis, of Course",Sports,560
244,2016-01-02T00:00:00Z,U.S. Doesn’t Know How Many Foreign Visitors Overstay Visas,U.S.,1191
245,2016-01-02T00:00:00Z,Gunman Kills 2 in Tel Aviv in Attack on a Busy Street,World,1012
246,2016-01-02T00:00:00Z,Atlanta Begins Charging for a Streetcar Named Undesirable by Some,U.S.,983
247,2016-01-02T00:00:00Z,Pope Francis Urges Overcoming ‘Indifference’ to Attain Peace,World,328
248,2016-01-02T00:00:00Z,Stuff We Liked: Most-Pirated Movies and Twitter Talk,The Upshot,148
249,2016-01-02T00:00:00Z,Munich on High Alert After New Year’s Eve Terrorism Threat,World,820
250,2016-01-02T00:00:00Z,Dubai Hotel Smolders as Firefighters Tackle Last Gasps of Blaze,World,348
252,2016-01-02T13:00:00Z,Review: A Year of Greek Revivals on the London Stage,Arts,1434
254,2016-01-02T00:00:00Z,Number of Traffic Deaths in New York Falls for a Second Straight Year,N.Y. / Region,964
255,2016-01-02T00:00:00Z,Kim Jong-un Talks of Reconciliation in New Year’s Speech,World,297
256,2016-01-02T00:00:00Z,China’s Homeless Find Shelter Under McDonald’s Golden Arches,World,1214
257,2016-01-02T00:00:00Z,"Wayne Rogers, Who Played Trapper John in ‘M*A*S*H,’ Dies at 82",N.Y. / Region,739
258,2016-01-02T00:00:00Z,Keeping Up With Firefox Updates,Technology,287
259,2016-01-02T00:00:00Z,Comic Book Recalls Effort to Expose ‘Mein Kampf’,Books,556
260,2016-01-03T00:00:00Z,Opinión: ¿La obsesión por el éxito enferma a nuestros hijos?,Universal,1070
261,2016-01-03T00:00:00Z,Opinión: ¿Qué pasó con el poder político de los latinos en Estados Unidos?,Universal,1580
262,2016-01-03T00:00:00Z,Home Sales Around the New York Region,Real Estate,
263,2016-01-03T00:00:00Z,"At Sydney Restaurant, Stars Are on the Plate",Travel,384
264,2016-01-03T00:00:00Z,Reader Response: Escaping Vietnam,Travel,734
265,2016-01-03T00:00:00Z,Noblesse Oblige on a Hot Subway,N.Y. / Region,241
266,2016-01-03T00:00:00Z,"‘Downton Abbey’ Season 6, Episode 1: Warts and All",Arts,1220
267,2016-01-03T18:00:27Z,Acts of Bravery,Crosswords & Games,462
268,2016-01-03T00:00:00Z,"Vilmos Zsigmond, Cinematographer, Dies at 85",Arts,130
269,2016-01-03T14:37:20Z,&#8216;Star Wars: The Force Awakens&#8217; Continues Box-Office Reign,Arts,174
270,2016-01-03T13:09:11Z,G.O.P. Candidates Warn of Obama&#8217;s Actions on Guns,U.S.,520
271,2016-01-03T00:00:00Z,What to Watch Sunday,Arts,478
272,2016-01-03T00:00:00Z,It’s All in the Script,Movies,844
273,2016-01-03T11:30:45Z,Dance Theater of Harlem to Present New Works by Dianne McIntyre and Elena Kunikova,Arts,244
274,2016-01-03T00:00:00Z,Minnesota Vikings at Green Bay Packers Preview,Sports,222
275,2016-01-03T00:00:00Z,Washington Redskins at Dallas Cowboys Preview,Sports,85
276,2016-01-03T00:00:00Z,San Diego Chargers at Denver Broncos Preview,Sports,123
277,2016-01-03T00:00:00Z,Detroit Lions at Chicago Bears Preview,Sports,88
278,2016-01-03T00:00:00Z,Pittsburgh Steelers at Cleveland Browns Preview,Sports,126
279,2016-01-03T00:00:00Z,Baltimore Ravens at Cincinnati Bengals Preview,Sports,91
280,2016-01-03T00:00:00Z,New York Jets at Buffalo Bills Preview,Sports,293
281,2016-01-03T00:00:00Z,Philadelphia Eagles at New York Giants Preview,Sports,96
282,2016-01-03T00:00:00Z,Tampa Bay Buccaneers at Carolina Panthers Preview,Sports,103
283,2016-01-03T00:00:00Z,Seattle Seahawks at Arizona Cardinals Preview,Sports,181
284,2016-01-03T00:00:00Z,Jacksonville Jaguars at Houston Texans Preview,Sports,132
285,2016-01-03T00:00:00Z,St. Louis Rams at San Francisco 49ers Preview,Sports,91
286,2016-01-03T00:00:00Z,Tennessee Titans at Indianapolis Colts Preview,Sports,160
287,2016-01-03T00:00:00Z,New Orleans Saints at Atlanta Falcons Preview,Sports,182
288,2016-01-03T00:00:00Z,New England Patriots at Miami Dolphins Preview,Sports,179
289,2016-01-03T00:00:00Z,Oakland Raiders at Kansas City Chiefs Preview,Sports,118
290,2016-01-03T06:40:49Z,"Please, Read My Book (Unless You&#8217;re a Friend of My Sons)",U.S.,655
291,2016-01-03T00:00:00Z,"Corrections: January 3, 2016",Corrections,858
292,2016-01-03T00:00:00Z,Quotation of the Day,Corrections,43
293,2016-01-03T00:00:00Z,Penn State Quarterback Leaving Early,Sports,89
294,2016-01-03T00:00:00Z,Islanders Fall to a Resurgent Sidney Crosby and the Penguins,Sports,759
295,2016-01-03T00:00:00Z,Ratings Dip for Six Major Bowl Games,Sports,139
296,2016-01-03T00:00:00Z,Dolphins Part Ways With General Manager,Sports,95
297,2016-01-03T00:00:00Z,Hat Trick for the Projected No. 1 Selection,Sports,87
298,2016-01-03T00:00:00Z,"Sarah Baker, Scott Adams",Fashion & Style,272
299,2016-01-03T00:00:00Z,Flexibility Earns Derby Points With Win,Sports,56
300,2016-01-03T00:00:00Z,"Veronica Brooks, Kevin Uy",Fashion & Style,201
301,2016-01-03T00:00:00Z,"Fabio Monteiro, Mitchell Travers",Fashion & Style,208
302,2016-01-03T00:00:00Z,"Lindsey Schwoeri, Jonathan Jao",Fashion & Style,117
303,2016-01-03T00:00:00Z,Georgia Beats Penn State in TaxSlayer Bowl,Sports,179
304,2016-01-03T00:00:00Z,"Dana Walsh, Devashish Kumar",Fashion & Style,149
305,2016-01-03T00:00:00Z,Late Goal Lifts Red Wings Over Sabres,Sports,185
306,2016-01-03T00:00:00Z,Coyotes Enforcer Voted Onto All-Star Team,Sports,122
307,2016-01-03T00:00:00Z,Ohio State Stuns Maryland in Big Ten,Sports,79
308,2016-01-03T00:00:00Z,"Jessica Freireich, Geoffrey Mattson",Fashion & Style,259
309,2016-01-03T00:00:00Z,"Jessica Weisz, Caleb Krell",Fashion & Style,181
310,2016-01-03T00:00:00Z,"Jennifer Spector, Joel Censer",Fashion & Style,166
311,2016-01-03T00:00:00Z,"Charles Cerulli, James Conrad",Fashion & Style,169
312,2016-01-03T00:00:00Z,"Francesca Oliva, Christopher Carozza",Fashion & Style,220
